Date,BMA.BA,AGRO.BA,BBAR.BA,CEPU.BA,CRES.BA,COME.BA,EDN.BA,GGAL.BA,IRSA.BA,LOMA.BA,MELI.BA,PAMP.BA,SUPV.BA,TECO2.BA,TGSU2.BA,TXAR.BA,YPFD.BA,CAPX.BA,METR.BA,^MERV
2019-01-02 00:00:00+00:00,130.26,4,103.98,33.03,33.33,1.29,51.8,100.01,48.12,69.09,5641,50.15,50.15,104.31,97.49,11.33,509.71,55.67,26.3,31097
2019-01-03 00:00:00+00:00,131.63,3.89,104.2,32.84,33.15,1.25,49.6,100.9,47.13,67.19,5800,50.05,50.05,100.35,95.43,11.46,514.57,55.67,26.2,31065
2019-01-04 00:00:00+00:00,136.49,3.86,109.65,33.36,33.76,1.31,50.55,106.55,46.94,69.64,5962.85,52.95,52.95,104.13,102.18,12.16,534.47,57.46,27.2,32303
2019-01-07 00:00:00+00:00,146.91,4.04,112.69,33.08,34.89,1.32,50.4,109.87,48.61,71.75,6199,52.9,52.9,99.36,102.84,12.37,534.92,58.45,26.95,33011
2019-01-08 00:00:00+00:00,144.17,4.09,113.43,32.79,34.6,1.33,50.5,108.94,48.8,76.06,6150,53.8,53.8,103.41,100.43,12.57,532.43,57.46,26.35,32915
2019-01-09 00:00:00+00:00,146.91,4.13,116.02,34.9,35.28,1.33,51.6,112.68,50.08,79.45,6460,55.3,55.3,105.21,103.5,12.74,534.42,59.26,26.45,33769
2019-01-10 00:00:00+00:00,152.4,4.15,118.1,36.05,34.41,1.32,51.5,115.67,49.29,81.64,6350,53.5,53.5,107.86,103.85,13.15,531.14,60.61,26.7,34168
2019-01-11 00:00:00+00:00,152.08,4.2,116.65,35.62,35.21,1.32,51.4,112.4,49.88,79.02,6380,53.35,53.35,106.29,103.81,13.03,545.53,61.5,26.35,33885
2019-01-14 00:00:00+00:00,154.98,4.17,115.32,36,35.21,1.3,51.2,110.67,50.77,80.21,6365,53,53,106.38,104.24,13.03,532.53,58.36,28.2,33771
2019-01-15 00:00:00+00:00,153.65,4.17,115.58,36.05,34.96,1.27,50.2,109.87,50.18,77.88,6450,53.2,53.2,107.45,105.25,12.45,528.32,61.23,28.05,33563
2019-01-16 00:00:00+00:00,149.3,4.09,120.81,36.82,35.68,1.29,52.05,111.74,51.55,79.78,6500,53.8,53.8,110.33,107.8,12.61,550.15,61.32,29.15,34048
2019-01-17 00:00:00+00:00,152.71,4.04,120.84,36.62,35.68,1.35,51.95,111.42,51.45,78.85,6506,53.8,53.8,112.4,109.46,12.45,558.98,60.16,30.35,34263
2019-01-18 00:00:00+00:00,159.33,4.25,122.18,36.86,35.86,1.4,51.7,117.82,51.45,80.59,6600,54,54,110.87,109.46,12.45,573.87,61.05,30.7,35101
2019-01-21 00:00:00+00:00,161.09,4.22,119.58,36.62,35.14,1.4,51.7,117.31,51.8,78.6,6650,53.7,53.7,109.7,108.8,12.57,591.98,60.87,30.95,35303
2019-01-22 00:00:00+00:00,153.96,4.1,116.4,34.66,34.56,1.34,50.4,113.01,50.52,78.77,6174,52.05,52.05,109.75,107.01,12.28,567.81,60.43,29.95,34043
2019-01-23 00:00:00+00:00,161.68,4.09,117.1,35.33,34.81,1.35,50.7,119.41,50.67,77.46,6180,52.35,52.35,108.26,108.19,12.57,563.15,60.16,29.75,34819
2019-01-24 00:00:00+00:00,160.31,4.15,118.06,36.1,35.47,1.34,50.95,116.79,50.23,77.5,6300,52.6,52.6,109.79,108.23,12.61,587.46,62.85,29.9,34939
2019-01-25 00:00:00+00:00,160.94,4.07,117.03,35.95,35.5,1.31,50.8,118.66,50.42,78.35,6350,51.5,51.5,108.8,106.26,12.53,571.09,64.56,29.5,34811
2019-01-28 00:00:00+00:00,161.17,3.96,120.03,35.28,35.86,1.27,52,122.45,50.77,78.14,6550,51.55,51.55,108.8,107.01,12.28,563.4,62.85,29.3,34841
2019-01-29 00:00:00+00:00,168.81,3.97,122.7,36.43,36.37,1.29,52.55,122.22,50.08,78.56,6630,52.55,52.55,111.19,108.63,12.53,584.54,62.4,29.1,35511
2019-01-30 00:00:00+00:00,168.34,4.1,125.81,36.53,36.55,1.28,53.2,123.9,52.88,80.71,6900,53.3,53.3,111.14,110.16,12.45,591.04,63.75,30.5,36039
2019-01-31 00:00:00+00:00,168.07,4.1,124.55,36.86,36.23,1.31,53.5,126.57,54.5,79.28,6800,53.25,53.25,111.32,110.38,12.53,601.7,64.65,30.65,36327
2019-02-01 00:00:00+00:00,169.24,4.09,123.33,38.16,36.77,1.34,54.9,125.35,54.5,80.16,6800,53.25,53.25,111.82,109.16,12.82,610.09,64.65,30,36600
2019-02-04 00:00:00+00:00,174.45,4.3,127.15,40.03,37.02,1.34,54,128.62,55.92,81.09,6800,53.1,53.1,110.65,108.28,12.53,610.98,64.29,30.2,37145
2019-02-05 00:00:00+00:00,175.2,4.35,129.22,40.27,37.46,1.33,54.15,129.98,55.58,81.14,6800,55.9,55.9,110.92,110.03,12.53,608.45,61.5,29.65,37472
2019-02-06 00:00:00+00:00,169.28,4.28,124.62,40.51,37.24,1.3,54.3,126.1,54.4,79.45,6775,55.6,55.6,106.55,107.23,12.57,600.02,61.05,28.5,36732
2019-02-07 00:00:00+00:00,167.01,4.09,121.21,38.64,37.24,1.27,54.25,122.54,54.5,76.95,6800,54.4,54.4,107.59,104.02,12.7,577.49,62.85,27.9,35929
2019-02-08 00:00:00+00:00,169.99,4.13,123.96,38.78,37.42,1.29,55.95,127.22,54.84,75.73,6500,55.45,55.45,109.88,104.59,12.78,586.97,62.67,29.1,36664
2019-02-11 00:00:00+00:00,170.73,4.22,123.48,40.22,37.1,1.3,56.5,129.46,55.38,77.16,6800,58.9,58.9,109.88,109.9,12.7,580.17,62.4,28.9,37024
2019-02-12 00:00:00+00:00,175.12,4.47,128.44,40.89,37.1,1.3,55.9,131.19,56.17,76.99,6970,58.55,58.55,111.91,111.3,12.57,600.96,61.68,29.3,37686
2019-02-13 00:00:00+00:00,169.28,4.49,123.51,40.36,36.73,1.3,55.1,126.38,54.4,74.21,6850,57.8,57.8,110.51,108.32,12.49,595.01,61.14,29.35,37039
2019-02-14 00:00:00+00:00,173.59,4.46,123.73,40.46,36.55,1.35,55.4,127.31,53.32,76.23,6903,57.75,57.75,111.59,108.72,12.45,600.61,60.16,29.5,37386
2019-02-15 00:00:00+00:00,172.85,4.44,121.62,39.93,36.41,1.32,55,126.05,53.03,76.61,7001,57.75,57.75,111.28,107.27,13.07,598.88,60.16,29.45,37470
2019-02-18 00:00:00+00:00,170.11,4.54,119.03,39.21,36.37,1.33,54.05,125.3,53.71,75.26,7000,56.9,56.9,112.35,105.95,13.73,589.6,59.71,29,37355
2019-02-19 00:00:00+00:00,160.78,4.39,115.51,38.59,35.72,1.3,52.65,120.21,51.41,73.02,7250,54.1,54.1,107,100.91,13.28,576.5,58.36,28,36292
2019-02-20 00:00:00+00:00,160.55,4.36,112.98,38.4,35.54,1.29,53.4,122.5,52.34,73.74,7325,55.5,55.5,107.05,102.53,12.7,584.04,57.91,27.65,36504
2019-02-21 00:00:00+00:00,159.14,4.52,110.46,38.45,35.47,1.28,51.75,119.51,52.09,74.63,7243.5,53.25,53.25,109.66,99.77,12.49,574.02,57.82,27.7,35852
2019-02-22 00:00:00+00:00,165.76,4.49,116.91,39.79,35.83,1.29,52.9,123.29,52.73,77.63,7350,53.75,53.75,109.25,104.73,12.7,587.86,58.9,28.4,36647
2019-02-25 00:00:00+00:00,161.72,4.36,115.65,39.74,35.72,1.28,52.6,122.96,51.8,76.78,7360,53.45,53.45,106.46,107.31,12.57,573.77,58.63,28.45,36332
2019-02-26 00:00:00+00:00,162.86,4.31,113.1,38.97,34.7,1.27,52,121.33,50.13,76.28,7240,53.25,53.25,106.91,105.08,12.41,562.9,57.91,28,36027
2019-02-27 00:00:00+00:00,162.74,4.2,109.72,38.16,34.96,1.27,50,116.37,50.08,75.22,8425.5,51.05,51.05,105.21,102.18,12.16,556.75,57.46,27.4,35346
2019-02-28 00:00:00+00:00,154.12,4.2,107.13,38.16,34.96,1.24,50.25,112.96,51.7,74.04,8900,50.75,50.75,105.16,100.43,12.08,550,56.65,26.9,34486
2019-03-01 00:00:00+00:00,146.83,4.09,104.35,37.58,34.99,1.23,50.4,109.78,54.94,74.33,9058.5,49.1,49.1,105.3,97.8,12.03,545.98,55.94,26.8,33835
2019-03-06 00:00:00+00:00,139.51,3.92,102.46,37.29,34.41,1.2,50.4,101.69,52.09,76.15,9483,47.55,47.55,106.29,93.54,11.66,498.44,53.87,24.9,32340
2019-03-07 00:00:00+00:00,144.91,3.97,107.31,38.4,36.12,1.2,51.25,102.02,51.11,76.36,9624.5,50.1,50.1,113.21,97.8,11.5,537.84,52.97,25.2,33190
2019-03-08 00:00:00+00:00,143.94,3.86,108.05,38.3,35.72,1.21,51.3,103.09,51.06,81.94,9300,49.85,49.85,109.16,102.09,11.33,531.84,53.87,24.9,33020
2019-03-11 00:00:00+00:00,154.12,3.92,109.09,37.34,35.28,1.2,51.75,106.13,51.55,84.77,9985,50.6,50.6,112.58,105.21,11.46,556.45,52.08,24.6,33791
2019-03-12 00:00:00+00:00,148.17,3.92,105.46,38.16,35.65,1.23,52.2,104.54,49.98,83.76,10000,49.65,49.65,114.2,102.4,11.79,563.7,52.17,25,33681
2019-03-13 00:00:00+00:00,151.65,3.97,106.31,37.77,36.08,1.26,51.45,106.27,50.57,84.09,10459,50.7,50.7,113.39,102.88,12.08,571.73,52.08,24.7,34023
2019-03-14 00:00:00+00:00,150.2,3.89,103.35,37.53,36.08,1.26,49.65,104.12,49.39,82.53,10080,48.85,48.85,111.41,101.31,12.28,567.17,52.79,23.9,33531
2019-03-15 00:00:00+00:00,156.04,3.94,106.54,38.73,36.33,1.26,50.55,105.95,50.77,85.4,9850,49.55,49.55,112,102.31,12.41,572.48,52.52,24.7,33933
2019-03-18 00:00:00+00:00,162.19,3.97,110.91,40.75,36.23,1.26,50.8,110.15,50.96,84.43,9750,52.6,52.6,111.64,106.17,12.82,580.47,51.18,25,34939
2019-03-19 00:00:00+00:00,163.95,3.96,108.8,39.31,35.9,1.32,49.6,108.8,50.08,86.88,9750,50.7,50.7,113.03,103.1,12.41,573.57,51.36,24.05,34373
2019-03-20 00:00:00+00:00,168.42,3.89,110.09,39.02,36.95,1.29,50.2,110.11,50.03,85.36,10228.5,51.9,51.9,113.75,104.33,12.24,587.96,51.18,23.8,34744
2019-03-21 00:00:00+00:00,164.5,3.89,106.2,37.92,37.06,1.26,49.6,107.91,50.08,81.56,10435,50.8,50.8,113.3,102.62,11.99,589,51.18,23.6,34186
2019-03-22 00:00:00+00:00,152.55,3.76,100.34,37.1,36.95,1.21,46.5,101.46,49.49,79.45,10500,48.2,48.2,112.4,99.42,11.66,573.37,51.18,23,32828
2019-03-25 00:00:00+00:00,155.41,3.73,102.57,38.01,37.57,1.2,46.5,105.76,48.31,83.16,10499.5,47.85,47.85,114.65,98.81,11.58,575.75,51.18,22,33166
2019-03-26 00:00:00+00:00,153.14,3.76,100.2,38.35,36.23,1.18,44.15,100.94,48.61,80.63,10500,46.7,46.7,114.2,97.4,11.95,584.88,48.48,21.5,32628
2019-03-27 00:00:00+00:00,147.34,3.68,99.45,36.91,35.86,1.17,42.5,99.68,48.12,80.38,10710,45.75,45.75,109.34,95.69,12.16,586.62,48.21,21,32175
2019-03-28 00:00:00+00:00,150.75,3.83,100.01,37.49,36.95,1.24,43,101.79,48.8,80.8,10850,47.35,47.35,114.2,99.11,12.45,590.89,48.21,22.4,32892
2019-03-29 00:00:00+00:00,155.73,3.97,102.27,38.21,36.91,1.26,43.1,103.52,48.12,81.98,11205,48.1,48.1,114.02,100.08,12.9,605.38,48.13,22.8,33466
2019-04-01 00:00:00+00:00,157.29,4.12,100.94,37.49,36.77,1.22,41.5,101.55,46.4,80.63,11084,45.9,45.9,113.03,100.87,12.2,611.48,46.24,22.1,33007
2019-04-03 00:00:00+00:00,144.29,4.12,95.19,35.47,35.1,1.18,40.7,97.34,44.48,79.11,11156.5,44.2,44.2,110.06,94.16,12.2,610.04,43.1,20.9,31765
2019-04-04 00:00:00+00:00,148.79,4.15,96.67,36,35.43,1.17,41.35,100.1,44.19,78.81,11100,44,44,109.75,93.89,12.2,624.88,43.1,20.15,32143
2019-04-05 00:00:00+00:00,156.63,3.97,97.94,36.86,35.36,1.17,40.75,102.44,44.92,81.43,11100,44.05,44.05,111.05,93.54,12.45,633.91,43.1,20.25,32667
2019-04-08 00:00:00+00:00,161.72,3.86,98.31,36.72,35.07,1.17,39.85,103.42,46.15,79.95,10901,44.65,44.65,111.95,96.39,12.41,647.21,44,19.85,33081
2019-04-09 00:00:00+00:00,156.43,3.84,93.75,34.56,34.05,1.14,37.45,98.33,43.8,79.57,11007.5,42.5,42.5,111.86,89.64,11.62,632.22,41.3,19.05,31743
2019-04-10 00:00:00+00:00,161.6,3.87,95.12,33.84,34.38,1.14,37.8,101.64,46.35,79.4,11123,42.5,42.5,111.32,90.96,12.16,637.08,42.29,19.1,32155
2019-04-11 00:00:00+00:00,154.4,3.76,93.71,33.56,33.69,1.12,37.45,98.84,45.17,78.6,10800,41.15,41.15,109.7,90.12,12.22,627.21,42.2,18.9,31501
2019-04-12 00:00:00+00:00,159.88,3.76,95.41,33.27,32.75,1.11,36.8,100.9,44.19,80.38,10700,40.5,40.5,108.62,89.25,11.61,616.44,40.22,18.5,31357
2019-04-15 00:00:00+00:00,161.96,3.66,97.9,33.8,32.46,1.11,37.15,103.89,43.21,84.52,10780,41.5,41.5,108.98,91.92,11.14,618.48,39.06,18.75,31746
2019-04-16 00:00:00+00:00,164.54,3.73,99.34,35.47,33.15,1.13,37.35,103.61,43.7,85.36,10740,42.2,42.2,113.57,93.41,11.27,633.31,39.51,18.2,32290
2019-04-17 00:00:00+00:00,168.3,3.78,97.82,35.38,32.49,1.1,37.55,103.33,43.21,85.32,10469.5,41.35,41.35,114.2,88.95,11.05,627.11,39.33,18.2,32037
2019-04-22 00:00:00+00:00,158.23,4.04,91.34,33.56,31.12,1.06,37.5,97.11,41.19,82.4,10400,40,40,109.7,89.62,10.62,610.34,39.33,18,30787
2019-04-23 00:00:00+00:00,156.47,4.12,91.97,33.84,30.65,1.07,38.3,97.25,41.24,81.56,10526,39.85,39.85,109.25,92.64,10.57,624.63,39.95,18.1,30927
2019-04-24 00:00:00+00:00,148.75,3.81,85.18,33.03,31.77,1.01,37,90.61,42.13,74.29,10890,38.3,38.3,112.4,88.04,9.71,619.92,39.95,17,29747
2019-04-25 00:00:00+00:00,145.78,3.97,86.33,32.07,32.2,1.06,39.8,89.07,42.22,71.67,11033,38.7,38.7,108.71,87.46,9.71,607.86,39.46,16.8,29557
2019-04-26 00:00:00+00:00,147.11,3.83,87.7,33.08,32.02,1.08,39.35,91.64,42.22,72.26,11051.5,38.9,38.9,108.8,88.32,9.79,602.4,38.61,17,30001
2019-04-29 00:00:00+00:00,139.35,4.32,84.81,32.02,32.6,1.03,37.5,89.02,40.55,73.02,11015.5,36.2,36.2,106.6,84.72,9.84,581.91,39.15,16.4,28827
2019-04-30 00:00:00+00:00,141.43,4.28,88.59,33.94,32.24,1.07,38.8,90.66,40.65,74.37,10750.5,37.45,37.45,106.64,86.79,10.01,595.45,38.61,16.4,29571
2019-05-02 00:00:00+00:00,154.51,4.22,91.49,36.19,32.46,1.07,39.5,97.25,40.75,75.68,10864,39.2,39.2,108.8,91.92,10.14,605.63,39.28,17.1,30817
2019-05-03 00:00:00+00:00,168.34,4.24,97.9,37.53,32.6,1.1,40.15,102.11,40.75,79.19,12951.5,41.5,41.5,112.88,93.99,10.79,637.93,44.08,17.75,32412
2019-05-06 00:00:00+00:00,168.62,4.17,97.16,37.2,33.26,1.11,41.8,102.16,41.73,78.56,12822,42.15,42.15,118.87,98.88,11.48,654.2,46.78,19.4,33001
2019-05-07 00:00:00+00:00,163.37,4.06,96.08,37.53,33.4,1.1,41.25,98.51,40.26,74.97,12265.5,41.45,41.45,122.97,98.84,11.4,663.93,44.89,19,32741
2019-05-08 00:00:00+00:00,167.91,4.11,98.9,38.35,33.91,1.13,42.85,103.89,41.34,78.01,12250,43,43,130.57,101.76,11.87,673.85,44.89,18.4,33776
2019-05-09 00:00:00+00:00,169.56,4.15,102.24,40.17,34.7,1.12,43.45,106.51,41.93,79.07,12398,43,43,131.13,99.32,11.83,676.83,43.28,18,34119
2019-05-10 00:00:00+00:00,172.56,4.17,97.38,37.92,33.91,1.1,43,104.45,40.46,77.97,12569.5,41.8,41.8,124.31,98.98,11.74,654.8,44.44,17.5,33394
2019-05-13 00:00:00+00:00,159.86,4.06,92.78,36.38,31.59,1.09,42.1,100.43,38.98,76.53,12360.5,40.55,40.55,121.45,96.48,11.74,636.79,44.44,17,32300
2019-05-14 00:00:00+00:00,161.42,4.15,95.64,34.27,31.99,1.1,41.15,101.79,38.64,73.53,12715.5,40.85,40.85,120.94,98.31,11.7,652.77,45.34,17,32511
2019-05-15 00:00:00+00:00,164.46,4.11,98.05,34.04,32.46,1.14,41.5,104.64,39.72,75.14,12982,41.8,41.8,122.83,99.94,11.61,679.21,45.34,16.8,33218
2019-05-16 00:00:00+00:00,170.34,4.06,100.23,33.36,32.97,1.15,42.1,107.49,40.85,74.8,13340,42.65,42.65,126.93,98.74,11.44,699.01,44.44,16.9,33892
2019-05-17 00:00:00+00:00,167.34,4.02,98.74,32.69,31.55,1.14,42.3,103.52,40.95,72.09,13100,41.25,41.25,126.15,101,11.44,691.87,44.89,17,33316
2019-05-20 00:00:00+00:00,171.12,3.98,98.74,31.88,31.55,1.13,40.8,105.29,39.18,72.09,13001,41.9,41.9,123.25,102,11.27,693.8,45.7,16.8,33493
2019-05-21 00:00:00+00:00,179.21,4,105.7,33.6,32.17,1.15,41.9,109.64,40.6,71.63,12900,45,45,127.16,103.83,11.27,682.44,45.79,17.35,34481
2019-05-22 00:00:00+00:00,181.51,4.01,104.74,32.88,32.17,1.14,41.3,109.92,40.55,70.06,12825,46.15,46.15,130.34,107.76,11.09,679.81,44.98,18.3,34579
2019-05-23 00:00:00+00:00,180.56,4.04,106.54,32.6,31.99,1.13,41,110.01,41.05,69.01,13150,45.85,45.85,129.84,108.39,11.01,669.83,44.89,18,34379
2019-05-24 00:00:00+00:00,185.78,4.15,109.95,33.89,32.39,1.18,42.05,112.16,43.06,74.29,13465,46.75,46.75,131.82,110.98,11.18,686.21,46.69,18,35085
2019-05-27 00:00:00+00:00,187.1,4.45,110.91,34.42,32.68,1.2,42.8,112.07,42.72,74.8,13745.5,48.35,48.35,132.55,111.84,11.18,694.1,46.69,18.1,35449
2019-05-28 00:00:00+00:00,179.09,4.35,104.32,33.12,33.18,1.18,41.85,108.28,42.08,70.53,13446.5,46.5,46.5,129.65,109.92,11.09,693.11,46.6,17.75,34644
2019-05-29 00:00:00+00:00,177.07,4.65,100,33.08,32.97,1.15,40.6,106.74,40.51,71.46,12802.5,46.15,46.15,122.65,109.16,11.09,664.72,46.24,18.35,33967
2019-05-30 00:00:00+00:00,183.52,4.78,101.72,34.27,32.78,1.15,40.05,108.42,41.54,75.56,13007.5,46.65,46.65,120.11,112.76,10.92,664.87,46.87,18.05,34239
2019-05-31 00:00:00+00:00,183.89,4.63,102.79,34.42,32.39,1.14,38.85,107.26,41.34,75.6,12850,45.45,45.45,122.19,111.7,10.7,658.12,46.69,17.75,33950
2019-06-03 00:00:00+00:00,184.88,4.58,99.69,33.17,31.73,1.13,38.45,104.82,39.77,74.16,12800,45.6,45.6,123.06,113,10.66,665.17,45.79,17.25,33765
2019-06-04 00:00:00+00:00,196.46,4.45,104.71,34.13,31.52,1.14,38.5,110.25,39.87,76.15,12315,47.45,47.45,122.14,113.43,10.79,669.09,44.89,17.3,34701
2019-06-05 00:00:00+00:00,201.31,4.56,107.39,34.42,30.94,1.12,38.4,113.19,39.28,78.43,12744,49.1,49.1,128.96,114.73,10.57,670.23,44.89,17.25,35276
2019-06-06 00:00:00+00:00,205.25,4.43,109.34,35.19,30.72,1.11,37.95,115.86,38.2,77.92,13100,49.2,49.2,127.16,113.91,10.96,681.05,45.34,17.45,35734
2019-06-07 00:00:00+00:00,206.89,4.56,108.72,34.51,30.65,1.11,37.9,115.16,38.15,76.11,13638.5,47.15,47.15,126.7,113.29,10.92,695.44,46.24,17.3,35663
2019-06-10 00:00:00+00:00,212.93,4.6,108.92,34.13,30.72,1.11,39,119.46,38.84,79.78,13832,48.05,48.05,129.97,114.58,10.88,713.55,47.5,17.15,36453
2019-06-11 00:00:00+00:00,222.63,4.65,117.53,36.29,31.77,1.14,40.85,126.24,39.23,84.05,13601.5,52.15,52.15,130.76,119.91,11.35,734.94,48.93,17.9,38283
2019-06-12 00:00:00+00:00,243.29,4.6,124.22,37.87,33.4,1.17,43.05,139.75,42.13,88.49,13621.5,58,58,141.54,124.04,11.57,742.18,50.55,20.3,40698
2019-06-13 00:00:00+00:00,244.52,4.63,121.7,36.91,33.47,1.24,43.65,138.67,41.14,85.95,13864,56.5,56.5,139.6,123.32,11.57,740.64,52.97,21.2,40646
2019-06-14 00:00:00+00:00,237.12,4.82,123.5,37.01,33.83,1.25,42.4,136.1,42.03,83.8,13728.5,56.5,56.5,140.52,124.57,11.7,745.36,52.97,21.4,40488
2019-06-18 00:00:00+00:00,241.56,4.91,123.38,36.1,33.76,1.25,41.95,136.94,41.29,83.88,13632,55.95,55.95,141.45,124.18,11.57,763.47,52.79,21.3,40688
2019-06-19 00:00:00+00:00,232.24,4.86,121.32,34.95,33.55,1.21,41.15,132.88,41.24,82.32,13980.5,56.05,56.05,139.33,122.5,11.14,757.27,52.52,21,39862
2019-06-21 00:00:00+00:00,234.91,4.82,119.52,35.14,33.55,1.22,40.7,136.99,40.55,82.7,13551.5,56.6,56.6,141.58,121.11,10.92,775.33,53.87,20.75,40295
2019-06-24 00:00:00+00:00,235.69,4.78,119.52,35.09,32.6,1.2,39.95,136.24,39.57,81.56,13255,57.15,57.15,138.04,119.09,10.96,765.85,52.88,20,40112
2019-06-25 00:00:00+00:00,242.51,4.73,121.74,35.14,31.19,1.2,39.25,138.07,39.28,80.54,13036.5,56.15,56.15,138.54,120.2,11.27,764.16,52.43,19.8,40292
2019-06-26 00:00:00+00:00,238.23,4.65,119.48,35.81,31.84,1.2,39.55,134.65,40.16,83.46,13050,55.35,55.35,136.06,117.08,10.92,771.36,50.28,19.55,39917
2019-06-27 00:00:00+00:00,249.16,4.73,121.62,37.2,31.88,1.2,39.25,136.15,39.97,84.05,13131.5,60.05,60.05,138.5,116.31,11.09,781.04,50.28,20.4,41128
2019-06-28 00:00:00+00:00,256.8,4.97,123.88,37.58,32.49,1.22,39.1,141.76,40.7,83.84,13131.5,59.45,59.45,140.06,118.57,11.96,774.04,53.51,20.7,41796
2019-07-01 00:00:00+00:00,248.95,5.58,122.54,37.06,35.25,1.23,40.95,140.45,41.83,84.09,13100,58.45,58.45,137.3,119.14,11.96,778.06,53.42,20.6,41508
2019-07-02 00:00:00+00:00,254.95,5.27,125.95,36.62,34.78,1.23,40.45,144.8,40.51,85.28,13277,58.6,58.6,138.31,119.62,11.92,756.97,55.22,20.5,41793
2019-07-03 00:00:00+00:00,250.15,5.25,125.3,35.67,34.56,1.21,40.6,141.15,41.24,83.42,13200,56.85,56.85,135.41,118.13,11.87,765.75,56.57,20.45,41304
2019-07-04 00:00:00+00:00,247.52,5.58,127.32,35.57,35.5,1.22,41.95,141.99,41.24,82.83,13550,57.05,57.05,133.25,118.33,11.92,765.75,57.28,20.45,41380
2019-07-05 00:00:00+00:00,250.93,5.53,127.67,37.49,35.5,1.22,42.4,142.74,42.47,84.81,13456.5,56.95,56.95,138.18,119.38,12.44,761.05,57.46,20.5,41756
2019-07-10 00:00:00+00:00,257.58,5.49,129.01,39.12,35.5,1.22,44.7,148.68,43.6,85.83,13244.5,59.2,59.2,137.76,123.61,12.87,770.4,60.07,20.5,42807
2019-07-11 00:00:00+00:00,254.34,5.38,131.57,39.36,34.89,1.23,44.6,148.07,42.91,86.71,13207.5,58.9,58.9,139.56,130.52,13.09,772.65,60.16,21.35,42856
2019-07-12 00:00:00+00:00,251.34,5.43,132.84,39.12,34.67,1.23,44.3,147.84,43.21,88.36,13531.5,59.7,59.7,138.68,130.37,12.79,771.05,61.95,23.35,42753
2019-07-15 00:00:00+00:00,238.32,5.17,127.09,37.34,33.04,1.2,42.1,141.95,42.42,85.11,13731,56.85,56.85,137.76,126.73,12.31,764.05,59.71,22.15,41257
2019-07-16 00:00:00+00:00,243.7,5.08,128.36,37.44,33.51,1.2,42.55,144.19,42.52,88.74,13633.5,59,59,139.33,128.17,12.13,772.4,59.08,22,41788
2019-07-17 00:00:00+00:00,237.99,4.93,125.41,38.16,33.62,1.18,42.9,142.98,42.52,89.5,13504,58.4,58.4,139.79,128.89,11.96,765.8,59.26,21.05,41451
2019-07-18 00:00:00+00:00,234.7,4.95,121.81,37.63,33.94,1.16,41.9,140.64,42.42,87.9,13820,57.45,57.45,137.53,124.42,11.7,753.15,57.46,20.5,40753
2019-07-19 00:00:00+00:00,229.2,4.89,121.24,37.2,33.29,1.14,40.95,138.81,42.18,88.4,13404.5,56.6,56.6,138.13,124.28,11.7,734.8,56.57,20,40162
2019-07-22 00:00:00+00:00,222.17,4.73,117.3,36.43,32.53,1.12,40,132.78,41.64,85.36,13615,53.1,53.1,133.61,117.56,11.61,717.8,56.12,19.15,38730
2019-07-23 00:00:00+00:00,228.66,4.78,119.29,36.67,31.88,1.15,40.7,135.21,41.39,84.52,13475,54.55,54.55,134.95,118.9,11.27,717.4,55.76,19.9,39204
2019-07-24 00:00:00+00:00,231.7,4.78,120.4,36.67,31.91,1.13,40.9,136.62,41.73,86.29,14146.5,55.85,55.85,136.38,124.09,11.74,726.25,56.57,20.1,39785
2019-07-25 00:00:00+00:00,234.87,4.78,120.55,36.1,31.88,1.12,40.8,138.07,41.88,86.12,14158,56.35,56.35,137.3,124.85,11.4,724.25,59.98,19.55,39884
2019-07-26 00:00:00+00:00,253.84,4.84,131.42,37.87,32.42,1.13,42.05,152.56,42.72,89,14281.5,58,58,140.34,128.02,11.92,732.8,61.95,20.3,41984
2019-07-29 00:00:00+00:00,259.22,4.8,134.75,38.45,32.68,1.13,42.6,156.58,43.94,92.12,14300,59.05,59.05,141.22,130.42,12.31,742.65,62.85,20.5,42786
2019-07-30 00:00:00+00:00,256.02,4.84,133.18,38.16,32.42,1.13,42.45,154.2,44.34,91.95,13926.5,58.55,58.55,140.52,134.12,12.22,735.45,62.85,21.05,42463
2019-07-31 00:00:00+00:00,251.01,4.89,130.12,38.78,32.68,1.2,41.5,151.53,44.63,92.55,13729,57.95,57.95,139.28,131.72,12.09,731.45,60.43,21.35,42058
2019-08-01 00:00:00+00:00,240.86,4.91,130.5,38.45,32.89,1.21,41,148.4,44.43,88.74,14097,57.3,57.3,138.18,131.14,12.05,721.35,61.68,20.4,41411
2019-08-02 00:00:00+00:00,239.79,4.86,130,38.06,32.75,1.23,41,146.9,44.88,91.62,13813.5,57.65,57.65,137.39,127.83,12.39,712.95,61.95,20.85,41359
2019-08-05 00:00:00+00:00,236.92,4.71,127.02,36.77,32.53,1.28,39.55,145.73,45.17,87.94,13168.5,56.75,56.75,134.03,128.55,12.57,707.7,61.5,20.35,40873
2019-08-06 00:00:00+00:00,247.76,4.84,128.97,36.38,31.63,1.26,38.6,150.22,43.7,87.9,13692.5,57.3,57.3,130.57,130.57,12.39,712.4,59.71,20.2,41317
2019-08-07 00:00:00+00:00,246.82,4.82,127.32,35.57,31.23,1.22,38.9,147.37,42.91,89.59,14054,56.6,56.6,126.01,131.33,12.53,723.6,58.36,20,40949
